Molecule,Solubility
C-1438,-5.540000
C-1441,-8.780000
C-1442,-8.360000
C-1444,-4.260000
C-1445,-8.310000
C-1446,-3.110000
C-1447,-8.140000
C-1448,-2.950000
C-1449,-8.440000
C-1450,-8.040000
C-1452,-3.020000
C-1453,-8.100000
C-1455,-8.940000
C-1456,-5.150000
C-1458,-2.700000
C-1463,-4.640000
C-1464,-2.920000
C-1467,-2.960000
C-1469,-4.910000
C-1471,-1.430000
C-1476,-3.780000
C-1477,-3.520000
C-1478,-4.860000
C-1479,-2.320000
C-1481,-9.500000
C-1483,-9.460000
C-1484,-3.530000
C-1485,-9.050000
C-1487,-9.090000
C-1488,-8.890000
C-1489,-4.170000
C-1498,-4.990000
C-1499,-10.100000
C-1500,-10.600000
C-1501,-10.100000
C-1503,-3.310000
C-1506,-4.280000
C-1507,-5.970000
C-1508,-7.410000
C-1509,-2.750000
C-1512,-5.820000
C-1513,-5.190000
C-1514,-4.910000
C-1515,-6.330000
C-1523,-6.240000
C-1524,-6.330000
C-1526,-0.490000
C-1529,-4.870000
C-1531,0.490000
C-1536,0.380000
C-1537,-1.480000
C-1539,-0.170000
C-1541,0.570000
C-1542,-1.850000
C-1546,-3.220000
C-1548,-0.350000
C-1551,-0.110000
C-1558,-0.600000
C-1561,-1.440000
C-1564,-2.160000
C-1569,0.480000
C-1570,-1.160000
C-1571,-4.310000
C-1572,0.100000
C-1573,0.090000
C-1580,-2.260000
C-1582,0.010000
C-1583,-3.820000
C-1586,-4.690000
C-1588,-2.850000
C-1589,0.360000
C-1592,-4.980000
C-1593,0.390000
C-1594,-3.930000
C-1601,-0.010000
C-1603,-2.670000
C-1604,-2.930000
C-1605,-3.790000
C-1608,-1.090000
C-1612,-0.080000
C-1613,-1.750000
C-1619,-6.150000
C-1626,-1.440000
C-1627,-1.920000
C-1630,0.320000
C-1632,-2.410000
C-1633,-2.380000
C-1634,-0.070000
C-1636,-0.740000
C-1638,-1.690000
C-1641,-1.340000
C-1642,-2.740000
C-1645,-1.780000
C-1646,-2.980000
C-1647,0.120000
C-1648,-1.550000
C-1650,-2.800000
C-1653,-6.070000
C-1655,-2.170000
C-1657,-3.160000
C-1658,-2.970000
C-1659,-2.920000
C-1660,-1.240000
C-1661,-2.670000
C-1662,-3.140000
C-1663,-1.990000
C-1665,-3.020000
C-1666,-1.130000
C-1667,-0.750000
C-1671,-3.800000
C-1672,-0.370000
C-1673,-3.590000
C-1674,-2.630000
C-1676,-2.680000
C-1677,-3.710000
C-1678,-1.140000
C-1680,-1.600000
C-1681,-2.040000
C-1682,-2.040000
C-1685,0.540000
C-1686,-1.170000
C-1687,-1.260000
C-1689,-4.080000
C-1690,-4.590000
C-1691,-4.410000
C-1692,-1.410000
C-1693,-1.250000
C-1696,-0.300000
C-1697,-3.640000
C-1699,-5.320000
C-1700,-4.260000
C-1701,-2.420000
C-1703,-1.220000
C-1705,-2.770000
C-1706,-1.290000
C-1710,-3.650000
C-1712,-0.410000
C-1713,-4.270000
C-1714,-3.670000
C-1717,-4.930000
C-1718,-4.020000
C-1720,-2.430000
C-1721,-2.960000
C-1722,-1.560000
C-1727,-3.290000
C-1729,-1.480000
C-1730,-2.150000
C-1731,-1.520000
C-1734,-1.640000
C-1735,-0.600000
C-1736,-3.550000
C-1737,-3.300000
C-1738,-7.340000
C-1739,-0.600000
C-1740,-6.460000
C-1743,-4.700000
C-1745,-4.530000
C-1746,-2.950000
C-1747,-1.480000
C-1748,-3.320000
C-1751,-1.720000
C-1752,-3.530000
C-1753,-1.530000
C-1755,-1.520000
C-1756,-1.900000
C-1758,-0.010000
C-1762,-2.810000
C-1763,-4.360000
C-1766,-5.350000
C-1767,-0.180000
C-1768,-1.780000
C-1769,-2.500000
C-1771,-4.690000
C-1772,-2.310000
C-1773,-2.340000
C-1775,-0.320000
C-1777,-2.490000
C-1778,-2.110000
C-1780,-1.800000
C-1781,-3.640000
C-1782,-4.680000
C-1783,-2.310000
C-1785,-7.320000
C-1786,-2.120000
C-1787,-2.710000
C-1789,-2.000000
C-1790,-2.110000
C-1791,-4.050000
C-1792,-3.740000
C-1793,-3.380000
C-1794,-3.600000
C-1800,-2.960000
C-1802,-1.230000
C-1803,-2.620000
C-1807,-2.150000
C-1808,-1.300000
C-1810,-1.010000
C-1814,-1.280000
C-1816,-2.720000
C-1817,-1.480000
C-1818,-3.060000
C-1819,-4.350000
C-1823,-0.710000
C-1824,-5.910000
C-1826,-4.760000
C-1827,-3.660000
C-1828,-2.420000
C-1830,-2.560000
C-1831,-1.690000
C-1832,-1.620000
C-1833,-3.290000
C-1834,-0.770000
C-1835,-1.140000
C-1836,-0.910000
C-1839,-1.240000
C-1841,0.480000
C-1843,-0.460000
C-1845,-2.710000
C-1846,-2.680000
C-1847,-0.460000
C-1848,-1.830000
C-1849,-2.300000
C-1850,-0.770000
C-1851,-2.830000
C-1852,-0.920000
C-1853,-5.280000
C-1854,-1.070000
C-1855,0.300000
C-1856,-3.310000
C-1857,-2.430000
C-1859,-3.480000
C-1860,-7.160000
C-1862,-3.010000
C-1863,-2.100000
C-1865,-1.520000
C-1866,-1.560000
C-1867,-3.460000
C-1869,-1.650000
C-1870,-2.690000
C-1871,-5.930000
C-1872,-1.130000
C-1873,-2.710000
C-1874,-3.360000
C-1876,-3.970000
C-1878,-2.690000
C-1879,-2.840000
C-1880,-2.820000
C-1881,-0.090000
C-1883,-2.960000
C-1886,-2.910000
C-1887,-6.190000
C-1890,-3.520000
C-1892,-3.000000
C-1894,-2.570000
C-1895,-1.660000
C-1896,-3.480000
C-1898,-1.550000
C-1900,-2.940000
C-1901,-4.140000
C-1902,-3.520000
C-1903,-1.840000
C-1904,-3.000000
C-1908,-1.990000
C-1909,-3.900000
C-1910,-3.930000
C-1916,-4.400000
C-1917,-2.020000
C-1918,-2.110000
C-1921,-3.580000
C-1922,-3.370000
C-1923,-3.440000
C-1924,-5.720000
C-1925,-2.280000
C-1926,-1.660000
C-1929,-4.170000
C-1930,-4.850000
C-1931,-1.690000
C-1933,-2.700000
C-1934,-2.380000
C-1935,-5.250000
C-1937,-2.290000
C-1938,-5.170000
C-1939,-1.540000
C-1942,-0.180000
C-1944,-2.870000
C-1948,-1.650000
C-1949,-3.190000
C-1950,-0.990000
C-1951,-3.660000
C-1952,-4.440000
C-1953,-3.290000
C-1954,-3.860000
C-1955,-3.340000
C-1956,-2.720000
C-1957,-3.290000
C-1958,-3.690000
C-1959,-4.990000
C-1960,-2.750000
C-1962,-2.480000
C-1963,-4.320000
C-1965,-1.720000
C-1966,-2.810000
C-1967,-3.560000
C-1969,-6.890000
C-1971,-1.170000
C-1972,0.080000
C-1973,-2.470000
C-1976,-1.180000
C-1978,-4.530000
C-1979,-3.580000
C-1982,-4.850000
C-1983,-1.860000
C-1984,-1.270000
C-1985,-5.960000
C-1986,-3.410000
C-1987,-3.270000
C-1988,-3.040000
C-1990,-3.730000
C-1992,-2.930000
C-1993,-2.630000
C-1996,-4.400000
C-1998,-8.760000
C-1999,-4.500000
C-2001,-0.710000
C-2002,-0.410000
C-2005,-1.600000
C-2007,-2.150000
C-2008,-4.060000
C-2011,-2.500000
C-2012,-3.480000
C-2013,-2.100000
C-2015,0.020000
C-2017,-1.990000
C-2018,-1.900000
C-2020,-1.380000
C-2023,-4.600000
C-2024,-2.390000
C-2028,-1.040000
C-2029,-5.060000
C-2032,-3.550000
C-2033,-4.280000
C-2037,-2.390000
C-2038,-2.690000
C-2039,-1.870000
C-2041,-4.090000
C-2042,-3.750000
C-2043,-7.510000
C-2044,-2.250000
C-2045,-4.660000
C-2046,-3.500000
C-2048,-3.540000
C-2049,-2.080000
C-2050,-3.570000
C-2052,-3.060000
C-2053,-2.540000
C-2054,-3.510000
C-2055,-4.320000
C-2056,-2.780000
C-2058,-5.010000
C-2059,-1.530000
C-2060,-5.060000
C-2061,-1.400000
C-2062,-6.610000
C-2064,-3.100000
C-2067,-5.400000
C-2069,-5.300000
C-2070,-3.840000
C-2073,-2.470000
C-2074,-3.050000
C-2075,-1.730000
C-2076,-5.910000
C-2077,-3.630000
C-2078,-2.240000
C-2080,-4.800000
C-2081,-6.110000
C-2082,-2.660000
C-2083,-2.340000
C-2086,-5.950000
C-2087,-1.870000
C-2088,-2.730000
C-2089,-2.500000
C-2090,-2.250000
C-2091,-1.100000
C-2092,-2.600000
C-2094,-2.750000
C-2097,-4.640000
C-2100,-3.370000
C-2101,-2.350000
C-2103,-2.910000
C-2104,-2.990000
C-2105,-3.130000
C-2106,-6.220000
C-2107,-4.140000
C-2108,-2.090000
C-2109,-3.070000
C-2111,-1.050000
C-2112,-4.850000
C-2114,-1.240000
C-2115,-3.410000
C-2117,-1.830000
C-2118,-1.700000
C-2119,-4.300000
C-2123,-4.620000
C-2124,-2.310000
C-2125,-1.270000
C-2127,-1.530000
C-2129,-4.240000
C-2131,-3.890000
C-2134,-4.960000
C-2137,-1.220000
C-2138,-1.860000
C-2139,-3.500000
C-2140,-6.230000
C-2141,-1.650000
C-2142,-2.460000
C-2143,-4.440000
C-2145,-2.300000
C-2148,-2.910000
C-2149,-4.860000
C-2150,-6.300000
C-2152,-2.820000
C-2153,-6.980000
C-2154,-3.310000
C-2155,-1.680000
C-2156,-5.230000
C-2157,-4.920000
C-2158,-7.350000
C-2159,-7.320000
C-2160,-2.120000
C-2162,-1.810000
C-2163,-7.000000
C-2165,-7.040000
C-2167,-5.400000
C-2169,-3.850000
C-2171,-7.140000
C-2172,-7.070000
C-2173,-7.010000
C-2174,-2.460000
C-2175,-7.140000
C-2176,-6.900000
C-2177,-2.170000
C-2178,-7.270000
C-2179,-6.830000
C-2180,-6.430000
C-2181,-7.090000
C-2182,-6.770000
C-2184,-1.450000
C-2185,-6.560000
C-2186,-6.650000
C-2187,-2.240000
C-2188,-6.640000
C-2190,-3.170000
C-2191,-1.860000
C-2192,-7.000000
C-2193,-2.860000
C-2194,-6.740000
C-2195,-2.260000
C-2196,-7.520000
C-2197,-2.590000
C-2199,-3.800000
C-2200,-7.060000
C-2201,-3.740000
C-2202,-7.020000
C-2204,-1.930000
C-2205,-2.370000
C-2206,-1.140000
C-2208,-3.410000
C-2211,-3.190000
C-2212,-3.170000
C-2215,-6.750000
C-2217,-2.640000
C-2218,-2.540000
C-2220,-2.890000
C-2224,-2.050000
C-2230,-6.960000
C-2235,-4.960000
C-2236,-4.170000
C-2238,-2.190000
C-2239,-1.900000
C-2240,-3.300000
C-2241,-3.000000
C-2243,-8.250000
C-2244,-7.750000
C-2245,-7.830000
C-2246,-4.200000
C-2247,-7.890000
C-2248,-4.230000
C-2249,-7.130000
C-2250,-8.060000
C-2251,-7.830000
C-2252,-7.610000
C-2253,-7.860000
C-2254,-8.060000
C-2255,-7.620000
C-2257,-3.550000
C-2258,-7.440000
C-2259,-7.560000
C-2260,-7.640000
C-2261,-7.350000
C-2262,-7.770000
C-2263,-3.450000
C-2264,-7.330000
C-2265,-7.480000
C-2266,-7.700000
C-2267,-1.770000
C-2268,-7.380000
C-2269,-7.760000
C-2270,-4.870000
C-2271,-7.240000
C-2272,-7.120000
C-2273,-7.230000
C-2274,-1.980000
C-2275,-2.680000
C-2276,-7.940000
C-2277,-2.780000
C-2279,-5.040000
C-2282,-4.700000
C-2285,-2.440000
C-2286,-5.190000
C-2287,-2.360000
C-2290,-4.410000
C-2291,-5.000000
C-2292,-4.590000
C-2293,-2.680000
C-2294,-1.990000
C-2295,-3.810000
C-2297,-2.760000
C-2298,-3.710000
C-2299,-1.580000
C-2300,-3.590000
C-2302,-3.160000
C-2303,-8.490000
C-2304,-3.720000
C-2305,-3.340000
C-2306,-2.890000
C-2307,-4.940000
C-2308,-5.080000
C-2309,-2.920000
C-2310,-2.700000
C-2311,-8.410000
C-2313,-8.550000
C-2315,-8.300000
C-2316,-8.470000
C-2317,-4.240000
C-2318,-3.890000
C-2319,-7.880000
C-2321,-1.130000
C-2322,-6.660000
C-2323,-8.420000
C-2324,-7.960000
C-2325,-4.580000
C-2326,-1.160000
C-2329,-3.310000
C-2330,-2.290000
C-2332,-3.110000
C-2334,-3.430000
C-2335,-3.170000
C-2339,-3.180000
C-2341,-4.330000
C-2343,-4.640000
C-2344,-2.170000
C-2345,-5.850000
C-2346,-4.140000
C-2347,-3.820000
C-2348,-3.090000
C-2349,-3.820000
C-2350,-3.760000
C-2351,-1.140000
C-2354,-3.110000
C-2355,-3.730000
C-2356,-3.730000
C-2358,-3.730000
C-2359,-2.760000
C-2361,-4.300000
C-2362,-8.900000
C-2363,-9.100000
C-2364,-3.480000
C-2368,-5.550000
C-2373,-4.520000
C-2376,-2.790000
C-2381,-9.540000
C-2383,-2.970000
C-2384,-4.300000
C-2385,-5.320000
C-2387,-2.330000
C-2388,-3.180000
C-2389,-2.240000
C-2392,-2.640000
C-2394,-9.640000
C-2395,-4.380000
C-2396,-3.850000
C-2397,-2.900000
C-2398,-3.610000
C-2399,-3.630000
C-2400,-7.520000
C-2401,-1.890000
C-2403,-1.270000
C-2404,-7.440000
C-2405,-4.290000
C-2406,-2.730000
C-2407,-3.780000
C-2408,-2.710000
C-2409,-3.400000
C-2411,-3.280000
C-2413,-3.180000
C-2422,-2.470000
C-2423,-2.210000
C-2425,-2.420000
C-2426,-8.570000
C-2427,-10.100000
C-2428,-3.820000
C-2429,-6.520000
C-2431,-4.780000
C-2432,-5.020000
C-2434,-5.510000
C-2435,-1.710000
C-2436,-2.900000
C-2438,-4.190000
C-2439,-10.300000
C-2442,-1.990000
C-2444,-5.080000
C-2445,-3.310000
C-2447,-2.700000
C-2448,-4.570000
C-2449,-5.840000
C-2450,-4.520000
C-2451,-2.960000
C-2452,-1.300000
C-2453,-1.220000
C-2454,-3.560000
C-2456,-3.370000
C-2457,-4.540000
C-2458,-1.500000
C-2460,-8.490000
C-2462,-1.540000
C-2463,-4.130000
C-2467,-4.860000
C-2468,-1.570000
C-2469,-1.370000
C-2471,-0.350000
C-2472,-2.010000
C-2473,-1.290000
C-2475,-2.480000
C-2476,-2.250000
C-2478,-5.090000
C-2480,-2.840000
C-2482,-3.750000
C-2484,-0.910000
C-2485,-4.800000
C-2486,-2.030000
C-2488,-1.210000
C-2489,-2.500000
C-2490,-8.110000
C-2491,-2.450000
C-2492,-2.700000
C-2493,-3.790000
C-2494,-1.640000
C-2495,-3.500000
C-2496,-2.130000
C-2497,-2.440000
C-2498,-2.050000
C-2500,-5.630000
C-2501,-5.300000
C-2502,-1.270000
C-2503,-2.010000
C-2504,-6.840000
C-2505,-2.760000
C-2506,-1.330000
C-2507,-1.230000
C-2508,-0.940000
C-2509,-1.460000
C-2510,-2.700000
C-2512,-2.320000
C-2513,-1.620000
C-2514,-1.820000
C-2515,-2.740000
C-2516,-3.000000
C-2517,-3.970000
C-2520,-2.200000
C-2521,-2.950000
C-2522,-2.510000
C-2523,-3.190000
C-2525,-4.260000
C-2526,-8.400000
C-2527,-3.880000
C-2528,-1.190000
C-2529,-2.700000
C-2530,-2.670000
C-2531,-3.820000
C-2532,-2.950000
C-2534,-1.690000
C-2535,-2.510000
C-2536,-6.140000
C-2537,-4.200000
C-2538,-2.790000
C-2539,-1.990000
C-2540,-6.950000
C-2541,-3.820000
C-2542,-3.760000
C-2543,-2.770000
C-2544,-2.620000
C-2545,-3.620000
C-2546,-1.210000
C-2547,-0.140000
C-2548,-6.390000
C-2549,-5.420000
C-2550,-3.720000
C-2551,-3.800000
C-2552,-4.110000
C-2553,-5.440000
C-2554,-4.530000
C-2555,-2.470000
C-2556,-2.550000
C-2557,-1.840000
C-2558,-3.830000
C-2559,-2.700000
C-2560,-4.280000
C-2561,-2.910000
C-2562,-4.110000
C-2563,-1.290000
C-2564,-5.690000
C-2565,-5.010000
C-2566,-2.740000
C-2567,-3.980000
C-2568,-5.610000
C-2569,-2.620000
C-2570,-4.300000
C-2571,-8.650000
C-2572,-2.550000
C-2573,-1.820000
C-2574,-4.000000
C-2575,-0.750000
C-2576,-4.000000
C-2578,-1.570000
C-2579,-6.770000
C-2580,-5.270000
C-2581,-5.970000
C-2582,-4.450000
C-2583,-8.460000
C-2584,-2.370000
C-2585,-2.220000
C-2586,-3.950000
C-2587,-5.180000
C-2588,-3.360000
C-2589,-3.420000
C-2590,-2.380000
C-2591,-2.850000
C-2592,-3.400000
C-2593,-3.390000
C-2594,-4.700000
C-2595,-3.130000
C-2596,-5.570000
C-2597,-2.820000
C-2598,-2.580000
C-2599,-2.700000
C-2600,-3.980000
C-2601,-2.750000
C-2602,-2.600000
C-2603,-4.040000
D-11,-6.410000
D-16,-7.456000
D-91,-1.275000
D-101,-0.858000
D-147,-1.344000
D-267,-4.630000
D-277,-2.245000
D-290,-4.133000
D-296,-1.993000
D-303,-3.834000
D-306,-6.990000
D-316,-1.604000
D-508,-2.511000
D-549,1.558000
D-624,-2.503000
D-652,0.519000
D-874,-2.639000
D-950,-4.670000
D-951,-3.223000
D-952,-0.954000
D-954,0.804000
D-956,-1.246000
D-962,0.501000
D-963,0.447000
D-1074,-2.813000
D-1081,-6.300000
D-1082,-5.859000
D-1084,-5.746000
D-1085,-6.293000
D-1086,-6.570000
D-1087,-6.269000
D-1088,-6.130000
D-1216,-2.205000
D-1325,-1.063000
D-1329,0.277000
D-1331,-0.504000
D-1335,-4.402000
D-1336,-4.122000
D-1339,-1.343000
D-1341,-0.489000
D-1348,-3.046000
D-1355,0.402000
D-1359,0.522000
D-1360,-2.627000
D-1365,-1.360000
D-1366,-0.276000
D-1378,-3.411000
D-1379,-4.518000
D-1387,0.179000
D-1392,-2.432000
D-1393,-3.163000
D-1401,-0.615000
D-1403,-2.597000
D-1405,-1.634000
D-1414,-4.353000
D-1415,-4.948000
D-1418,-2.149000
D-1420,-5.916000
D-1421,-1.440000
D-1428,-0.100000
D-1431,-2.669000
D-1433,-1.259000
D-1445,-3.853000
D-1450,-2.374000
D-1451,-0.115000
D-1458,-3.567000
D-1464,0.275000
D-1473,-3.695000
D-1480,-1.964000
D-1486,-1.905000
D-1502,-3.740000
D-1513,-2.159000
D-1519,-0.294000
D-1523,-1.261000
D-1540,0.835000
D-1542,0.723000
D-1545,-1.927000
D-1546,-3.638000
D-1547,-2.661000
D-1552,-3.107000
D-1573,-1.901000
D-1574,-3.537000
D-1575,0.821000
D-1581,-2.535000
D-1603,-4.652000
D-1625,-2.000000
D-1627,-1.478000
D-1635,-3.955000
D-1648,0.363000
D-1660,-0.694000
D-1666,0.754000
D-1673,-1.507000
D-1675,-4.512000
D-1678,-2.000000
D-1687,-1.720000
D-1688,-1.226000
D-1689,-1.784000
D-1691,-0.517000
D-1697,-1.174000
D-1704,-3.740000
D-1707,0.538000
D-1708,-2.369000
D-1711,-0.768000
D-1712,-2.467000
D-1720,-0.649000
D-1724,-0.265000
D-1748,-0.837000
D-1756,-3.504000
D-1761,-4.452000
D-1767,-0.293000
D-1774,-0.411000
D-1775,-0.723000
D-1776,-5.284000
D-1778,-0.167000
D-1780,-0.320000
D-1782,-1.001000
D-1788,-3.085000
D-1791,-1.481000
D-1795,-4.217000
D-1799,0.713000
D-1807,-2.490000
D-1816,-2.630000
D-1821,-4.518000
D-1834,-2.744000
D-1837,-1.245000
D-1848,-3.203000
D-1856,-0.215000
D-1859,-3.834000
D-1860,-2.427000
D-1894,-5.298000
D-1905,-5.407000
D-1910,-1.747000
D-1912,-2.487000
D-1913,-4.161000
D-1917,-1.190000
D-1920,-5.358000
D-1930,-4.094000
D-1932,-1.420000
D-1964,-2.591000
D-1966,-0.605000
D-1980,-4.858000
D-1986,-0.688000
D-1990,-4.779000
D-1995,-2.419000
D-1998,-2.973000
D-2004,-1.843000
D-2011,-4.933000
D-2025,-4.193000
D-2028,-3.020000
D-2035,-2.575000
D-2037,-1.614000
D-2039,-0.976000
D-2051,-1.997000
D-2053,-4.814000
D-2063,-4.552000
D-2066,-1.202000
D-2069,-5.693000
D-2087,-4.561000
D-2093,-6.625000
D-2097,-1.179000
D-2100,-5.674000
E-2,-2.640000
E-5,-3.550000
E-6,-3.100000
E-13,-2.540000
E-17,-3.820000
E-27,-2.360000
E-36,-3.310000
E-42,-3.750000
E-43,-3.770000
E-51,-4.170000
E-52,-4.910000
E-58,-4.740000
E-59,-4.720000
E-63,-4.630000
E-66,-5.890000
E-89,-0.630000
E-92,-1.540000
E-93,-1.900000
E-100,-1.680000
E-110,-2.290000
E-117,-2.030000
E-127,-2.690000
E-138,-1.300000
E-139,-3.220000
E-140,-1.960000
E-148,-4.230000
E-176,-4.880000
E-182,-5.210000
E-183,-6.270000
E-203,-8.560000
E-208,-8.710000
E-225,0.040000
E-238,-1.110000
E-239,-1.040000
E-241,-1.170000
E-256,-0.890000
E-258,-0.850000
E-290,0.580000
E-291,-0.850000
E-292,-1.300000
E-296,0.320000
E-299,0.520000
E-300,-0.190000
E-301,-0.800000
E-307,-0.830000
E-322,-2.300000
E-325,-1.770000
E-329,-0.890000
E-333,-1.840000
E-347,-0.490000
E-349,-0.720000
E-356,-0.820000
E-367,-0.220000
E-368,-0.740000
E-369,-0.800000
E-373,-2.350000
E-376,-5.640000
E-386,-0.770000
E-390,-3.960000
E-392,-4.850000
E-394,0.560000
E-396,-0.820000
E-400,0.640000
E-405,-4.280000
E-411,-4.710000
E-414,-3.770000
E-419,-1.410000
E-434,-1.890000
E-436,-1.120000
E-441,-1.850000
E-452,-1.530000
E-455,-2.700000
E-458,0.070000
E-459,0.760000
E-468,0.790000
E-486,-2.230000
E-494,-4.350000
E-496,-3.320000
E-521,-2.180000
E-530,-0.420000
E-549,-2.190000
E-562,-1.480000
E-569,1.150000
E-573,0.230000
E-579,-0.800000
E-597,-1.330000
E-601,-1.520000
E-602,-0.800000
E-603,-1.800000
E-616,-1.510000
E-652,-6.700000
E-655,-4.100000
E-660,-5.140000
E-664,-3.950000
E-669,-0.360000
E-671,-0.290000
E-672,-0.960000
E-673,-0.980000
E-674,-3.080000
E-675,-1.780000
E-677,-3.250000
E-678,-1.300000
E-680,-3.700000
E-681,-3.400000
E-684,-3.010000
E-689,-4.790000
E-691,-3.610000
E-697,-3.120000
E-700,-2.980000
E-709,-3.000000
E-714,-3.950000
E-726,-3.270000
E-727,-3.800000
E-728,-3.840000
E-729,-2.640000
E-731,-5.350000
E-733,-2.530000
E-737,-0.400000
E-740,-0.900000
E-742,-1.250000
E-749,-1.500000
E-754,-1.930000
E-760,-0.060000
E-764,-4.980000
E-765,-0.870000
E-768,-2.710000
E-769,-1.960000
E-773,-0.830000
E-777,-1.470000
E-778,-0.800000
E-779,1.090000
E-786,0.060000
E-789,-1.760000
E-791,-0.860000
E-793,-1.760000
E-794,-2.330000
E-797,-0.940000
E-798,-1.920000
E-806,-1.670000
E-809,-1.280000
E-817,-1.840000
E-819,-3.390000
E-820,-1.560000
E-821,-0.880000
E-822,-1.630000
E-829,-2.620000
E-831,-2.820000
E-843,-0.290000
E-844,-0.020000
E-846,-1.620000
E-847,-3.300000
E-848,-5.640000
E-849,-5.460000
E-855,-3.700000
E-859,-2.080000
E-863,-3.130000
E-866,-0.170000
E-870,-2.060000
E-871,-2.180000
E-872,-1.420000
E-878,-2.070000
E-880,-2.700000
E-885,-2.910000
E-886,0.360000
E-888,-2.340000
E-892,-2.300000
E-907,-1.830000
E-918,-3.590000
E-919,-4.470000
E-923,-4.690000
E-927,-4.610000
E-931,-2.930000
E-934,-3.680000
E-937,-2.520000
E-942,-1.610000
E-948,-5.220000
E-955,-3.090000
E-956,-2.060000
E-961,-1.890000
E-969,-5.300000
E-970,-3.460000
E-984,-3.070000
E-985,-4.740000
E-990,-6.700000
E-991,-4.400000
E-993,-5.190000
E-997,-2.820000
E-998,-5.540000
E-999,-6.290000
E-1000,-2.520000
E-1001,-3.980000
E-1002,-3.850000
E-1005,-4.650000
E-1006,-2.880000
E-1007,-3.140000
E-1008,-2.870000
E-1011,-5.240000
E-1013,-4.700000
E-1015,-5.150000
E-1016,-1.420000
E-1018,-3.210000
E-1026,-2.770000
E-1036,-8.600000
E-1038,-2.680000
E-1042,-2.310000
E-1053,-1.320000
E-1060,-5.650000
E-1062,-5.200000
E-1064,-6.020000
E-1067,-6.800000
E-1077,-0.390000
E-1101,-2.480000
E-1106,-0.660000
E-1116,-1.850000
E-1118,-0.420000
E-1121,-3.750000
E-1122,-3.430000
E-1123,-1.820000
E-1127,-3.310000
E-1129,-1.100000
E-1130,-2.750000
E-1159,-1.130000
E-1171,-2.800000
E-1183,-4.040000
E-1187,-2.840000
E-1188,-2.690000
E-1194,-4.080000
E-1200,-1.500000
E-1202,-4.020000
E-1205,-0.740000
E-1216,-1.550000
E-1224,-1.600000
E-1236,-1.850000
E-1237,-2.490000
E-1240,-1.200000
E-1241,-3.050000
E-1244,-1.730000
E-1247,-5.530000
E-1251,-2.850000
E-1261,-4.950000
E-1263,-2.630000
E-1267,-5.660000
E-1268,-3.660000
E-1269,-0.500000
E-1273,-2.320000
E-1274,-1.720000
E-1280,-3.990000
E-1289,-2.470000
F-1,-2.430000
F-2,-4.400000
F-3,-1.280000
F-6,-3.070000
F-7,-4.820000
F-9,-4.240000
F-12,-2.510000
F-15,-3.510000
F-16,-3.230000
F-17,-2.310000
F-20,-1.370000
F-21,-2.650000
F-22,-3.060000
F-23,-3.890000
F-26,-2.670000
F-27,-2.220000
F-29,-1.890000
F-30,-3.520000
F-32,-5.230000
F-33,-3.320000
F-36,-3.730000
F-37,-3.280000
F-38,-2.820000
F-42,-3.110000
F-43,-2.680000
F-48,-0.600000
F-53,-0.850000
F-54,-3.060000
F-56,-3.400000
F-59,-2.910000
F-62,-3.620000
F-67,-5.590000
F-70,-3.790000
F-72,-4.530000
F-73,-1.740000
F-74,-4.570000
F-80,-1.920000
F-81,-3.720000
F-85,-4.350000
F-86,-3.740000
F-87,-2.030000
F-88,-3.220000
F-90,-3.200000
F-93,-2.410000
F-96,-3.620000
F-97,-4.040000
F-98,-2.850000
F-100,-2.600000
F-103,-4.460000
F-107,-1.700000
F-108,-2.200000
F-109,-2.470000
F-113,-2.320000
F-117,-0.980000
F-118,-0.770000
F-119,-5.160000
F-121,-2.090000
F-122,-2.310000
F-123,-2.310000
F-128,-1.280000
F-129,-1.120000
F-130,-0.980000
F-131,-0.170000
F-135,-1.680000
F-136,-2.850000
F-137,-1.660000
F-138,-0.530000
F-139,-2.220000
F-140,-2.190000
F-141,-1.140000
F-142,-2.680000
F-144,-0.700000
F-146,-2.850000
F-147,-2.490000
F-148,-3.620000
F-151,-2.770000
F-152,-3.460000
F-154,-2.130000
F-156,-1.140000
F-159,-0.690000
F-160,-1.890000
F-162,-2.160000
F-163,0.030000
F-164,-2.040000
F-165,-0.620000
F-166,-0.430000
F-167,-0.710000
F-168,-1.820000
F-169,-2.890000
F-170,-0.400000
F-171,-2.560000
F-172,-0.170000
F-173,-0.710000
F-174,0.020000
F-175,-1.290000
F-176,-1.700000
F-177,-1.190000
F-179,-1.360000
F-180,-0.690000
F-181,-3.120000
F-182,-2.200000
F-183,0.310000
F-184,-1.430000
F-185,-0.110000
F-186,-1.820000
F-189,-1.970000
F-192,-2.630000
F-193,-2.240000
F-195,-1.000000
F-197,-1.140000
F-199,-3.060000
F-200,-2.160000
F-201,-2.390000
F-203,-3.070000
F-209,-2.730000
F-210,-2.160000
F-212,-0.590000
F-213,-1.800000
F-220,-1.890000
F-221,-3.390000
F-222,-4.480000
F-223,-1.740000
F-227,-1.950000
F-229,-0.760000
F-232,-0.700000
F-233,-0.810000
F-237,-2.200000
F-238,-2.100000
F-239,-0.920000
F-240,-4.570000
F-241,-1.950000
F-247,-1.930000
F-248,-2.970000
F-251,-4.550000
F-252,-2.150000
F-254,-4.080000
F-255,-1.930000
F-257,-3.130000
F-260,-3.850000
F-261,-3.330000
